fighter_1,fighter_2,result,event,event_date,event_year,f1_age,f1_avg_body_landed,f1_avg_clinch_landed,f1_avg_distance_landed,f1_avg_ground_landed,f1_avg_head_landed,f1_avg_leg_landed,f1_avg_reversals,f1_avg_sig_str_landed,f1_avg_sig_str_received,f1_avg_sub_attempts,f1_avg_td_landed,f1_avg_td_received,f1_ctrl_time_differential,f1_days_inactive,f1_dec_rate,f1_elo,f1_exp_ratio,f1_finish_rate,f1_height_in,f1_kd_differential,f1_ko_rate,f1_lose_streak,f1_momentum,f1_reach_in,f1_recent_win_rate,f1_sig_str_accuracy,f1_sig_str_defense,f1_southpaw,f1_striking_volume,f1_sub_rate,f1_td_accuracy,f1_td_defense,f1_total_fights,f1_win_rate,f1_win_streak,f2_age,f2_avg_body_landed,f2_avg_clinch_landed,f2_avg_distance_landed,f2_avg_ground_landed,f2_avg_head_landed,f2_avg_leg_landed,f2_avg_reversals,f2_avg_sig_str_landed,f2_avg_sig_str_received,f2_avg_sub_attempts,f2_avg_td_landed,f2_avg_td_received,f2_ctrl_time_differential,f2_days_inactive,f2_dec_rate,f2_elo,f2_exp_ratio,f2_finish_rate,f2_height_in,f2_kd_differential,f2_ko_rate,f2_lose_streak,f2_momentum,f2_reach_in,f2_recent_win_rate,f2_sig_str_accuracy,f2_sig_str_defense,f2_southpaw,f2_striking_volume,f2_sub_rate,f2_td_accuracy,f2_td_defense,f2_total_fights,f2_win_rate,f2_win_streak,delta_age,delta_avg_body_landed,delta_avg_clinch_landed,delta_avg_distance_landed,delta_avg_ground_landed,delta_avg_head_landed,delta_avg_leg_landed,delta_avg_reversals,delta_avg_sig_str_landed,delta_avg_sig_str_received,delta_avg_sub_attempts,delta_avg_td_landed,delta_avg_td_received,delta_ctrl_time_differential,delta_days_inactive,delta_dec_rate,delta_elo,delta_exp_ratio,delta_finish_rate,delta_height_in,delta_kd_differential,delta_ko_rate,delta_lose_streak,delta_momentum,delta_reach_in,delta_recent_win_rate,delta_sig_str_accuracy,delta_sig_str_defense,delta_southpaw,delta_striking_volume,delta_sub_rate,delta_td_accuracy,delta_td_defense,delta_total_fights,delta_win_rate,delta_win_streak
Yushin Okami,Nate Marquardt,1,UFC 122: Marquardt vs Okami,2010-11-13,2010,29.31416837782341,3.857142857142857,4.142857142857143,14.357142857142858,9.928571428571429,22.714285714285715,1.8571428571428572,0.0,28.428571428571427,24.642857142857142,0.5714285714285714,1.5714285714285714,0.6428571428571429,144.07142857142858,104.0,0.5454545454545454,1618.8603596888574,0.5384615384615384,0.36363636363636365,74.0,0.21428571428571427,0.36363636363636365,0,0.014285714285714346,75.0,0.8,0.3928923988153998,0.6650485436893203,1.0,53.07142857142857,0.0,0.5945945945945946,0.8656716417910448,14,0.7857142857142857,2,31.567419575633128,4.166666666666667,5.916666666666667,13.0,7.5,17.333333333333332,4.916666666666667,0.25,26.416666666666668,13.0,0.9166666666666666,1.75,0.8333333333333334,113.25000000000001,59.0,0.3333333333333333,1596.973463551463,0.46153846153846156,0.6666666666666666,72.0,0.41666666666666663,0.4444444444444444,0,0.050000000000000044,74.0,0.8,0.526578073089701,0.6312056737588653,0.0,39.41666666666667,0.2222222222222222,0.7,0.7058823529411764,12,0.75,1,-2.2532511978097176,-0.30952380952380976,-1.7738095238095237,1.3571428571428577,2.428571428571429,5.380952380952383,-3.0595238095238098,-0.25,2.011904761904759,11.642857142857142,-0.34523809523809523,-0.1785714285714286,-0.19047619047619047,30.82142857142857,45,0.2121212121212121,21.886896137394388,0.07692307692307687,-0.303030303030303,2,-0.20238095238095236,-0.08080808080808077,0,-0.0357142857142857,1.0,0.0,-0.13368567427430117,0.033842869930455044,1.0,13.654761904761898,-0.2222222222222222,-0.10540540540540533,0.15978928884986843,2,0.0357142857142857,1
Ovince Saint Preux,Antwain Britt,1,Strikeforce Challengers 12,2010-11-19,2010,27.616700889801507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,1515.263693206478,0.3333333333333333,1.0,75.0,0.0,1.0,0,0.0,80.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,32.53114305270363,0.5,1.5,6.0,0.0,7.0,0.0,0.0,7.5,7.0,0.0,0.0,0.0,25.5,188.0,0.0,1486.5435343095219,0.6666666666666666,1.0,73.0,-0.5,1.0,1,0.0,77.0,0.5,0.39473684210526316,0.5172413793103448,0.0,14.5,0.0,0.0,0.0,2,0.5,0,-4.9144421629021195,-0.5,-1.5,-6.0,0.0,-7.0,0.0,0.0,-7.5,-7.0,0.0,0.0,0.0,-25.5,28,0.0,28.720158896956036,-0.3333333333333333,0.0,2,0.5,0.0,-1,0.0,3.0,0.5,-0.39473684210526316,-0.5172413793103448,1.0,-14.5,0.0,0.0,0.0,-1,0.5,1
Justin Wilcox,Vitor Ribeiro,1,Strikeforce Challengers 12,2010-11-19,2010,31.690622861054074,1.5,1.75,13.5,0.75,13.25,1.25,0.0,16.0,2.5,0.0,0.5,0.0,0.5,238.0,0.6666666666666666,1536.3173552802016,0.4,0.3333333333333333,66.0,0.0,0.0,0,0.0,,0.75,0.3699421965317919,0.9130434782608696,0.0,18.5,0.3333333333333333,0.4,1.0,4,0.75,3,31.734428473648187,1.1666666666666667,1.3333333333333333,3.0,2.0,4.833333333333333,0.3333333333333333,0.16666666666666666,6.333333333333333,12.333333333333334,0.5,0.6666666666666666,0.0,0.0,188.0,0.0,1530.2781250527303,0.6,1.0,68.0,0.0,0.5,2,-0.06666666666666665,,0.6,0.2814814814814815,0.48611111111111116,0.0,18.666666666666668,0.5,0.26666666666666666,1.0,6,0.6666666666666666,0,-0.043805612594113086,0.33333333333333326,0.41666666666666674,10.5,-1.25,8.416666666666668,0.9166666666666667,-0.16666666666666666,9.666666666666668,-9.833333333333334,-0.5,-0.16666666666666663,0.0,0.5,50,0.6666666666666666,6.039230227471307,-0.19999999999999996,-0.6666666666666667,-2,0.0,-0.5,-2,0.06666666666666665,0.0,0.15000000000000002,0.08846071505031039,0.42693236714975846,0.0,-0.16666666666666785,-0.16666666666666669,0.13333333333333336,0.0,-2,0.08333333333333337,3
Marius Zaromskis,Waachiim Spiritwolf,0,Strikeforce Challengers 12,2010-11-19,2010,30.305270362765228,3.6666666666666665,3.1666666666666665,15.666666666666666,2.3333333333333335,14.666666666666666,2.8333333333333335,0.0,21.166666666666668,29.166666666666668,0.0,0.16666666666666666,0.8333333333333334,-10.166666666666668,156.0,0.25,1500.0,0.8571428571428571,0.75,69.0,0.3333333333333333,0.75,2,-0.06666666666666665,,0.6,0.38023952095808383,0.49567723342939485,0.0,50.333333333333336,0.0,1.0,0.6153846153846154,6,0.6666666666666666,0,34.8829568788501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1500.0,0.14285714285714285,0.0,68.0,0.0,0.0,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,-4.577686516084874,3.6666666666666665,3.1666666666666665,15.666666666666666,2.3333333333333335,14.666666666666666,2.8333333333333335,0.0,21.166666666666668,29.166666666666668,0.0,0.16666666666666666,0.8333333333333334,-10.166666666666668,128,0.25,0.0,0.7142857142857142,0.75,1,0.3333333333333333,0.75,1,-0.06666666666666665,0.0,0.6,0.38023952095808383,0.49567723342939485,0.0,50.333333333333336,0.0,1.0,0.6153846153846154,5,0.6666666666666666,0
Liz Carmouche,Jan Finney,1,Strikeforce Challengers 12,2010-11-19,2010,26.748802190280628,5.0,12.0,2.0,1.0,4.0,6.0,0.0,15.0,13.0,0.0,2.0,1.0,0.0,98.0,1.0,1516.0,0.5,0.0,66.0,0.0,0.0,0,0.0,66.0,1.0,0.5,0.5185185185185186,0.0,28.0,0.0,0.4,0.5,1,1.0,1,30.587268993839835,2.0,4.0,12.0,0.0,14.0,0.0,0.0,16.0,89.0,0.0,0.0,0.0,-345.0,146.0,0.0,1487.5328271232927,0.5,0.0,68.0,-3.0,0.0,1,0.0,,0.0,0.25,0.46706586826347307,0.0,105.0,0.0,0.0,0.0,1,0.0,0,-3.838466803559207,3.0,8.0,-10.0,1.0,-10.0,6.0,0.0,-1.0,-76.0,0.0,2.0,1.0,345.0,-48,1.0,28.46717287670731,0.0,0.0,-2,3.0,0.0,-1,0.0,0.0,1.0,0.25,0.05145265025504553,0.0,-77.0,0.0,0.4,0.5,0,1.0,1
George Sotiropoulos,Joe Lauzon,1,UFC 123: Rampage vs Machida,2010-11-20,2010,33.36618754277892,1.5714285714285714,0.8571428571428571,12.285714285714286,7.428571428571429,18.142857142857142,0.8571428571428571,0.2857142857142857,20.571428571428573,11.285714285714286,1.4285714285714286,1.7142857142857142,0.8571428571428571,147.0,140.0,0.3333333333333333,1581.5742520769936,0.4666666666666667,0.6666666666666666,70.0,0.0,0.16666666666666666,0,0.1428571428571429,71.0,1.0,0.32142857142857145,0.7116788321167884,0.0,31.85714285714286,0.5,0.7058823529411765,0.5,7,0.8571428571428571,6,26.496919917864478,0.75,1.875,4.375,6.5,11.75,0.25,0.25,12.75,21.25,2.25,2.0,0.375,42.25,84.0,0.0,1557.5570974460709,0.5333333333333333,1.0,70.0,0.125,0.3333333333333333,0,-0.15000000000000002,71.0,0.6,0.46153846153846156,0.62882096069869,0.0,34.0,0.6666666666666666,0.48484848484848486,0.4,8,0.75,1,6.869267624914439,0.8214285714285714,-1.0178571428571428,7.9107142857142865,0.9285714285714288,6.392857142857142,0.6071428571428571,0.0357142857142857,7.821428571428573,-9.964285714285714,-0.8214285714285714,-0.2857142857142858,0.4821428571428571,104.75,56,0.3333333333333333,24.017154630922732,-0.06666666666666665,-0.33333333333333337,0,-0.125,-0.16666666666666666,0,0.2928571428571429,0.0,0.4,-0.1401098901098901,0.08285787141809842,0.0,-2.142857142857139,-0.16666666666666663,0.22103386809269165,0.09999999999999998,-1,0.1071428571428571,5
Mark Munoz,Aaron Simpson,1,UFC 123: Rampage vs Machida,2010-11-20,2010,32.77754962354552,4.714285714285714,4.285714285714286,6.571428571428571,11.714285714285714,16.428571428571427,1.4285714285714286,0.42857142857142855,22.571428571428573,14.857142857142858,0.2857142857142857,0.8571428571428571,0.5714285714285714,22.285714285714278,111.0,0.2,1546.0331602774008,0.5833333333333334,0.8,72.0,-0.2857142857142857,0.8,1,-0.11428571428571432,71.0,0.6,0.48466257668711654,0.6204379562043796,0.0,37.42857142857143,0.0,0.13333333333333333,0.6,7,0.7142857142857143,0,36.336755646817245,5.2,8.8,9.0,6.8,17.0,2.4,0.0,24.6,20.6,0.2,1.6,0.2,108.80000000000001,154.0,0.25,1544.9571048495632,0.4166666666666667,0.75,72.0,0.6,0.75,1,0.0,73.0,0.8,0.45555555555555555,0.6038461538461539,0.0,45.2,0.0,0.4,0.8333333333333334,5,0.8,0,-3.5592060232717273,-0.48571428571428577,-4.514285714285715,-2.428571428571429,4.914285714285714,-0.571428571428573,-0.9714285714285713,0.42857142857142855,-2.0285714285714285,-5.742857142857144,0.08571428571428569,-0.742857142857143,0.3714285714285714,-86.51428571428573,-43,-0.04999999999999999,1.076055427837673,0.16666666666666669,0.050000000000000044,0,-0.8857142857142857,0.050000000000000044,0,-0.11428571428571432,-2.0,-0.20000000000000007,0.029107021131560995,0.01659180235822566,0.0,-7.771428571428572,0.0,-0.2666666666666667,-0.2333333333333334,2,-0.08571428571428574,0
Nik Lentz,Tyson Griffin,1,UFC 123: Rampage vs Machida,2010-11-20,2010,26.269678302532512,17.25,11.25,29.25,11.25,26.75,7.75,0.0,51.75,32.0,1.75,4.75,1.25,284.0,84.0,1.0,1546.3832159371623,0.25,0.0,68.0,-0.25,0.0,0,0.0,68.0,0.75,0.44042553191489364,0.6493150684931507,0.0,83.75,0.0,0.38,0.6428571428571428,4,0.75,2,26.584531143052704,9.25,4.666666666666667,31.916666666666668,6.75,24.083333333333332,10.0,0.08333333333333333,43.333333333333336,25.25,0.75,1.0833333333333333,2.3333333333333335,-39.66666666666667,111.0,0.625,1566.8317213776002,0.75,0.375,66.0,0.0,0.25,2,-0.2666666666666666,68.0,0.4,0.40561622464898595,0.6684901531728665,0.0,68.58333333333334,0.125,0.4482758620689655,0.5625,12,0.6666666666666666,0,-0.31485284052019225,8.0,6.583333333333333,-2.666666666666668,4.5,2.666666666666668,-2.25,-0.08333333333333333,8.416666666666664,6.75,1.0,3.666666666666667,-1.0833333333333335,323.6666666666667,-27,0.375,-20.448505440437884,-0.5,-0.375,2,-0.25,-0.25,-2,0.2666666666666666,0.0,0.35,0.034809307265907696,-0.019175084679715848,0.0,15.166666666666657,-0.125,-0.06827586206896552,0.0803571428571428,-8,0.08333333333333337,2
Matt Brown,Brian Foster,0,UFC 123: Rampage vs Machida,2010-11-20,2010,29.859000684462696,9.428571428571429,8.285714285714286,12.285714285714286,7.285714285714286,15.714285714285714,2.7142857142857144,0.0,27.857142857142858,15.142857142857142,1.4285714285714286,0.42857142857142855,2.2857142857142856,-109.28571428571428,140.0,0.0,1501.1164766311617,0.6363636363636364,1.0,72.0,0.5714285714285714,0.75,2,0.02857142857142858,75.0,0.6,0.6,0.5655737704918034,0.0,43.0,0.25,0.5,0.6862745098039216,7,0.5714285714285714,0,26.63107460643395,1.5,0.75,5.5,7.75,11.5,1.0,0.0,14.0,6.75,0.25,0.75,1.0,-28.5,66.0,0.0,1502.0078409722653,0.36363636363636365,1.0,69.0,0.25,1.0,0,0.0,71.0,0.5,0.3522012578616352,0.7127659574468085,0.0,20.75,0.0,0.42857142857142855,0.4285714285714286,4,0.5,1,3.227926078028748,7.928571428571429,7.5357142857142865,6.7857142857142865,-0.4642857142857144,4.2142857142857135,1.7142857142857144,0.0,13.857142857142858,8.392857142857142,1.1785714285714286,-0.32142857142857145,1.2857142857142856,-80.78571428571428,74,0.0,-0.8913643411035537,0.2727272727272727,0.0,3,0.3214285714285714,-0.25,2,0.02857142857142858,4.0,0.09999999999999998,0.24779874213836478,-0.14719218695500513,0.0,22.25,0.25,0.07142857142857145,0.25770308123249297,3,0.0714285714285714,-1
Quinton Jackson,Lyoto Machida,1,UFC 123: Rampage vs Machida,2010-11-20,2010,32.41889117043121,13.32,11.64,8.88,15.56,20.16,2.6,0.28,36.08,22.6,0.12,1.36,0.72,-11.719999999999999,175.0,0.3333333333333333,1667.7105292159629,0.5952380952380952,0.6666666666666666,73.0,0.52,0.6666666666666666,1,-0.12,73.0,0.6,0.6017344896597732,0.571969696969697,0.0,58.68,0.0,0.6296296296296297,0.7662337662337663,25,0.72,0,32.47638603696099,7.411764705882353,6.117647058823529,18.647058823529413,10.823529411764707,20.176470588235293,8.0,0.11764705882352941,35.588235294117645,16.41176470588235,0.5294117647058824,1.588235294117647,0.5294117647058824,90.6470588235294,196.0,0.5625,1710.6701171012335,0.40476190476190477,0.4375,73.0,0.6470588235294118,0.3125,1,-0.14117647058823524,74.0,0.8,0.5908203125,0.6036931818181819,1.0,52.0,0.125,0.6923076923076923,0.8163265306122449,17,0.9411764705882353,0,-0.05749486652977964,5.908235294117647,5.522352941176472,-9.767058823529412,4.736470588235294,-0.01647058823529335,-5.4,0.16235294117647062,0.4917647058823533,6.18823529411765,-0.40941176470588236,-0.22823529411764687,0.19058823529411761,-102.3670588235294,-21,-0.22916666666666669,-42.959587885270594,0.19047619047619047,0.22916666666666663,0,-0.12705882352941178,0.35416666666666663,0,0.02117647058823524,-1.0,-0.20000000000000007,0.010914177159773164,-0.03172348484848486,-1.0,6.68,-0.125,-0.06267806267806264,-0.05009276437847865,8,-0.2211764705882353,0
Tim Boetsch,Phil Davis,0,UFC 123: Rampage vs Machida,2010-11-20,2010,29.809719370294317,8.4,9.4,19.0,4.0,20.4,3.6,0.0,32.4,21.8,0.2,0.8,1.0,-104.99999999999999,105.0,0.3333333333333333,1516.7851638695488,0.625,0.6666666666666666,72.0,0.2,0.6666666666666666,0,0.0,74.0,0.6,0.49693251533742333,0.6342281879194631,0.0,54.2,0.0,0.4444444444444444,0.5,5,0.6,1,26.151950718685832,14.666666666666666,5.666666666666667,4.333333333333333,30.333333333333332,23.333333333333332,2.3333333333333335,0.0,40.333333333333336,2.3333333333333335,0.6666666666666666,2.3333333333333335,0.0,507.00000000000006,105.0,0.6666666666666666,1548.04400408032,0.375,0.3333333333333333,74.0,0.0,0.0,0,0.0,79.0,1.0,0.568075117370892,0.8292682926829268,0.0,42.66666666666667,0.3333333333333333,0.5384615384615384,1.0,3,1.0,3,3.6577686516084853,-6.266666666666666,3.7333333333333334,14.666666666666668,-26.333333333333332,-2.9333333333333336,1.2666666666666666,0.0,-7.933333333333337,19.46666666666667,-0.4666666666666666,-1.5333333333333334,1.0,-612.0,0,-0.3333333333333333,-31.258840210771268,0.25,0.3333333333333333,-2,0.2,0.6666666666666666,0,0.0,-5.0,-0.4,-0.07114260203346867,-0.19504010476346367,0.0,11.533333333333331,-0.3333333333333333,-0.09401709401709402,-0.5,2,-0.4,-2
Matt Hughes,BJ Penn,0,UFC 123: Rampage vs Machida,2010-11-20,2010,37.10335386721424,5.043478260869565,2.0,5.913043478260869,14.434782608695652,15.130434782608695,2.1739130434782608,0.17391304347826086,22.347826086956523,11.0,0.6956521739130435,2.0434782608695654,0.4782608695652174,231.04347826086953,105.0,0.2777777777777778,1661.019912647666,0.5,0.7222222222222222,69.0,-0.13043478260869565,0.4444444444444444,0,-0.18260869565217397,73.0,0.6,0.5673289183222958,0.5545774647887324,0.5,33.34782608695652,0.2777777777777778,0.5108695652173914,0.3125,23,0.782608695652174,3,31.93702943189596,7.217391304347826,9.434782608695652,19.73913043478261,8.826086956521738,28.08695652173913,2.6956521739130435,0.043478260869565216,38.0,28.26086956521739,0.5652173913043478,1.3043478260869565,1.3478260869565217,-66.6086956521739,84.0,0.2,1611.036130449748,0.5,0.8,69.0,0.2608695652173913,0.4,2,-0.25217391304347825,70.0,0.4,0.5217910447761194,0.609375,0.0,66.26086956521739,0.4,0.5882352941176471,0.7753623188405797,23,0.6521739130434783,0,5.166324435318277,-2.1739130434782608,-7.434782608695652,-13.82608695652174,5.608695652173914,-12.956521739130434,-0.5217391304347827,0.13043478260869565,-15.652173913043477,-17.26086956521739,0.13043478260869568,0.7391304347826089,-0.8695652173913043,297.65217391304344,21,0.07777777777777778,49.98378219791789,0.0,-0.07777777777777783,0,-0.3913043478260869,0.0444444444444444,-2,0.06956521739130428,3.0,0.19999999999999996,0.045537873546176444,-0.05479753521126762,0.5,-32.91304347826087,-0.12222222222222223,-0.07736572890025573,-0.4628623188405797,0,0.13043478260869568,3
Karo Parisyan,Dennis Hallman,0,UFC 123: Rampage vs Machida,2010-11-20,2010,28.229979466119097,1.9166666666666667,5.916666666666667,13.083333333333334,12.083333333333334,26.833333333333332,2.3333333333333335,0.16666666666666666,31.083333333333332,26.666666666666668,0.8333333333333334,4.416666666666667,1.4166666666666667,128.00000000000003,658.0,0.75,1576.5179354807528,0.5714285714285714,0.25,70.0,-0.16666666666666666,0.125,2,-0.06666666666666665,72.0,0.6,0.4153674832962138,0.5886889460154241,0.0,57.75,0.125,0.5955056179775281,0.5952380952380952,12,0.6666666666666666,0,34.9678302532512,1.6666666666666667,1.5555555555555556,2.3333333333333335,3.2222222222222223,4.111111111111111,1.3333333333333333,0.2222222222222222,7.111111111111111,15.88888888888889,1.1111111111111112,0.8888888888888888,0.3333333333333333,-31.666666666666657,105.0,0.25,1499.0814332296463,0.42857142857142855,0.75,69.0,-0.1111111111111111,0.0,0,0.15555555555555556,72.0,0.6,0.3950617283950617,0.45210727969348663,0.0,23.0,0.75,0.27586206896551724,0.25,9,0.4444444444444444,1,-6.737850787132103,0.25,4.361111111111112,10.75,8.86111111111111,22.72222222222222,1.0000000000000002,-0.05555555555555555,23.97222222222222,10.777777777777779,-0.2777777777777778,3.527777777777778,1.0833333333333335,159.66666666666669,553,0.5,77.4365022511065,0.14285714285714285,-0.5,1,-0.05555555555555555,0.125,2,-0.2222222222222222,0.0,0.0,0.020305754901152107,0.13658166632193747,0.0,34.75,-0.625,0.31964354901201086,0.34523809523809523,3,0.2222222222222222,-1
Antonio Silva,Mike Kyle,1,Strikeforce - Henderson vs. Babalu,2010-12-04,2010,31.222450376454482,2.5,7.5,14.333333333333334,7.833333333333333,22.833333333333332,4.333333333333333,0.16666666666666666,29.666666666666668,13.833333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,14.833333333333329,203.0,0.4,1565.0913538713164,0.4,0.6000000000000001,76.0,0.6666666666666666,0.4,0,-0.033333333333333326,82.0,0.8,0.42995169082125606,0.6832061068702291,0.0,43.5,0.2,0.5,0.7058823529411764,6,0.8333333333333334,1,30.677618069815196,3.3333333333333335,4.222222222222222,4.666666666666667,1.7777777777777777,5.0,2.3333333333333335,0.1111111111111111,10.666666666666666,9.333333333333334,0.3333333333333333,0.2222222222222222,0.8888888888888888,30.555555555555557,134.0,0.0,1504.4048491186509,0.6,1.0,76.0,0.1111111111111111,0.75,0,-0.0444444444444444,77.0,0.4,0.5614035087719298,0.4683544303797469,0.0,20.0,0.25,0.5,0.5,9,0.4444444444444444,1,0.544832306639286,-0.8333333333333335,3.2777777777777777,9.666666666666668,6.055555555555555,17.833333333333332,1.9999999999999996,0.05555555555555555,19.0,4.5,0.3333333333333333,0.6111111111111112,-0.05555555555555547,-15.722222222222229,69,0.4,60.68650475266554,-0.19999999999999996,-0.3999999999999999,0,0.5555555555555556,-0.35,0,0.011111111111111072,5.0,0.4,-0.13145181795067373,0.2148516764904822,0.0,23.5,-0.04999999999999999,0.0,0.2058823529411764,-3,0.38888888888888895,0
Ovince Saint Preux,Benji Radach,1,Strikeforce - Henderson vs. Babalu,2010-12-04,2010,27.65776865160849,9.5,0.5,8.0,9.5,8.5,0.0,0.0,18.0,6.5,0.5,0.5,1.0,0.0,15.0,0.5,1529.944085364557,0.2857142857142857,0.5,75.0,0.0,0.5,0,0.0,80.0,1.0,0.6,0.5806451612903225,1.0,24.5,0.0,1.0,0.6,2,1.0,2,31.665982203969882,2.0,3.4,15.6,9.0,25.2,0.8,0.0,28.0,10.8,0.4,0.6,0.6,78.60000000000001,602.0,0.5,1484.93194294966,0.7142857142857143,0.5,70.0,0.6000000000000001,0.5,1,0.0,,0.4,0.48109965635738833,0.6707317073170731,0.0,38.8,0.0,0.5,0.8636363636363636,5,0.4,0,-4.0082135523613935,7.5,-2.9,-7.6,0.5,-16.7,-0.8,0.0,-10.0,-4.300000000000001,0.09999999999999998,-0.09999999999999998,0.4,-78.60000000000001,-587,0.0,45.01214241489697,-0.4285714285714286,0.0,5,-0.6000000000000001,0.0,-1,0.0,0.0,0.6,0.11890034364261165,-0.09008654602675059,1.0,-14.299999999999997,0.0,0.5,-0.26363636363636367,-3,0.6,2
Nam Phan,Leonard Garcia,0,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04,2010,27.72895277207392,12.666666666666666,7.666666666666667,31.666666666666668,6.666666666666667,28.333333333333332,5.0,0.3333333333333333,46.0,65.33333333333333,0.3333333333333333,0.3333333333333333,2.6666666666666665,-186.66666666666669,890.0,0.0,1458.7100089199848,0.21428571428571427,0.0,66.0,-0.3333333333333333,0.0,3,0.0,70.0,0.0,0.4981949458483754,0.37777777777777777,0.0,111.33333333333333,0.0,0.2,0.6363636363636364,3,0.0,0,31.392197125256672,3.6363636363636362,3.0,18.272727272727273,3.0,15.636363636363637,5.0,0.45454545454545453,24.272727272727273,39.63636363636363,0.6363636363636364,0.0,2.0,-204.63636363636363,65.0,0.4,1519.1551393122509,0.7857142857142857,0.6000000000000001,70.0,0.09090909090909088,0.4,1,-0.05454545454545451,68.0,0.4,0.27079107505070993,0.5219298245614035,0.0,63.90909090909091,0.2,0.0,0.3529411764705882,11,0.45454545454545453,0,-3.663244353182751,9.03030303030303,4.666666666666667,13.393939393939394,3.666666666666667,12.696969696969695,0.0,-0.12121212121212122,21.727272727272727,25.696969696969695,-0.30303030303030304,0.3333333333333333,0.6666666666666665,17.96969696969694,825,-0.4,-60.44513039226604,-0.5714285714285714,-0.6000000000000001,-4,-0.4242424242424242,-0.4,2,0.05454545454545451,2.0,-0.4,0.2274038707976655,-0.1441520467836257,0.0,47.42424242424242,-0.2,0.2,0.28342245989304815,-8,-0.45454545454545453,0
Dan Henderson,Renato Sobral,1,Strikeforce - Henderson vs. Babalu,2010-12-04,2010,40.27926078028747,4.535714285714286,7.607142857142857,12.107142857142858,9.321428571428571,19.785714285714285,4.714285714285714,0.25,29.035714285714285,28.821428571428573,0.39285714285714285,1.5714285714285714,1.25,-16.785714285714278,231.0,0.45,1647.75760342386,0.6363636363636364,0.55,71.0,0.25,0.5,1,-0.11428571428571432,74.0,0.6,0.49034981905910735,0.4846743295019157,0.0,57.85714285714286,0.05,0.6197183098591549,0.5783132530120482,28,0.7142857142857143,0,35.24161533196441,4.25,4.125,7.4375,7.625,11.1875,3.75,0.125,19.1875,12.5,1.5,1.4375,0.5625,69.8125,171.0,0.36363636363636365,1615.2089558701452,0.36363636363636365,0.6363636363636364,73.0,-0.3125,0.09090909090909091,0,0.11250000000000004,75.0,0.8,0.45548961424332346,0.5833333333333333,0.0,31.6875,0.5454545454545454,0.4339622641509434,0.6538461538461539,16,0.6875,1,5.037645448323062,0.2857142857142856,3.4821428571428568,4.669642857142858,1.6964285714285712,8.598214285714285,0.9642857142857144,0.125,9.848214285714285,16.321428571428573,-1.1071428571428572,0.1339285714285714,0.6875,-86.59821428571428,60,0.08636363636363636,32.54864755371477,0.2727272727272727,-0.08636363636363631,-2,0.5625,0.40909090909090906,1,-0.22678571428571437,-1.0,-0.20000000000000007,0.03486020481578389,-0.09865900383141757,0.0,26.16964285714286,-0.4954545454545454,0.18575604570821147,-0.07553290083410569,12,0.0267857142857143,-1
Igor Pokrajac,Stephan Bonnar,0,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04,2010,31.920602327173167,1.0,5.0,11.0,4.0,17.666666666666668,1.3333333333333333,0.3333333333333333,20.0,25.666666666666668,0.3333333333333333,1.6666666666666667,3.0,-264.66666666666663,125.0,0.0,1472.9702419851333,0.1875,1.0,72.0,0.6666666666666666,0.0,0,0.0,74.0,0.3333333333333333,0.410958904109589,0.5722222222222222,0.0,45.66666666666667,1.0,0.5555555555555556,0.4375,3,0.3333333333333333,1,33.667351129363446,4.230769230769231,8.76923076923077,13.461538461538462,6.615384615384615,21.692307692307693,2.923076923076923,0.15384615384615385,28.846153846153847,34.23076923076923,0.8461538461538461,0.7692307692307693,1.6923076923076923,-7.307692307692292,154.0,0.3333333333333333,1500.9994338797808,0.8125,0.6666666666666666,76.0,0.07692307692307693,0.3333333333333333,0,-0.06153846153846154,79.0,0.4,0.3784056508577195,0.5330535152151101,0.0,63.07692307692308,0.3333333333333333,0.37037037037037035,0.5849056603773585,13,0.46153846153846156,1,-1.7467488021902788,-3.230769230769231,-3.76923076923077,-2.4615384615384617,-2.615384615384615,-4.0256410256410255,-1.5897435897435896,0.17948717948717946,-8.846153846153847,-8.564102564102566,-0.5128205128205128,0.8974358974358975,1.3076923076923077,-257.35897435897436,-29,-0.3333333333333333,-28.02919189464751,-0.625,0.33333333333333337,-4,0.5897435897435896,-0.3333333333333333,0,0.06153846153846154,-5.0,-0.06666666666666671,0.03255325325186953,0.03916870700711206,0.0,-17.41025641025641,0.6666666666666667,0.18518518518518523,-0.14740566037735847,-10,-0.12820512820512825,0
